x,cntry,essround,idno,pspwght,pweight,polintr,happy,gndr,yrbrn,agea,chldhm,edulvla,eisced,eduyrs,pdwrk,edctn,wkhtot,isco08,uemp3m,hinctnta
903,CH,8,2140,0.972100914,0.464939934,2,10,2,1990,26,1,3,3,9,0,0,42,9110,1,4
904,CH,8,2141,1.140466452,0.464939934,2,9,2,1971,45,1,5,7,12,1,0,28,3312,2,8
905,CH,8,2142,1.090924263,0.464939934,2,7,2,1949,67,2,3,4,10,0,0,5,2351,1,3
906,CH,8,2144,1.152878165,0.464939934,1,3,2,1962,54,1,5,6,16,1,0,25,3221,2,3
907,CH,8,2148,1.003414631,0.464939934,2,7,2,1968,48,1,3,4,16,1,0,21,2635,2,5
908,CH,8,2151,0.966035604,0.464939934,1,9,2,1968,48,1,3,3,9,1,0,42,4226,2,4
909,CH,8,2152,1.140466452,0.464939934,1,10,2,1974,42,1,5,7,19,1,0,50,1000,2,10
910,CH,8,2153,1.140466452,0.464939934,1,10,2,1965,51,1,5,6,14,1,0,30,2330,2,8
911,CH,8,2155,1.102796197,0.464939934,1,10,2,1956,60,1,3,3,13,0,0,42,3312,2,8
912,CH,8,2156,1.140466452,0.464939934,2,8,2,1970,46,1,5,5,10,1,0,4,3431,2,8
913,CH,8,2158,0.979478419,0.464939934,3,9,2,1983,33,1,3,3,9,1,0,16,7513,2,5
914,CH,8,2161,0.972100914,0.464939934,3,8,2,1996,20,2,3,3,10,0,1,43,5320,2,7
915,CH,8,2166,1.090924263,0.464939934,2,9,2,1962,55,1,3,3,9,0,0,42,2412,2,77
916,CH,8,2167,0.973367512,0.464939934,1,10,2,1974,42,1,3,3,9,1,0,12,3324,2,6
917,CH,8,2169,0.78312695,0.464939934,2,9,1,1956,60,2,5,5,9,1,0,55,3324,2,10
918,CH,8,2172,0.890090764,0.464939934,1,9,1,1954,62,1,5,7,15,1,0,50,1120,2,10
919,CH,8,2174,0.899520457,0.464939934,3,9,1,2001,15,1,2,2,9,0,0,45,7115,2,77
920,CH,8,2177,1.160116434,0.464939934,2,5,2,1995,21,2,3,4,13,1,1,0,5230,2,6
921,CH,8,2182,0.78312695,0.464939934,3,8,1,1959,57,2,3,3,9,1,0,42,3155,2,6
922,CH,8,2185,1.152878165,0.464939934,3,8,2,1973,43,1,1,1,6,1,0,44,9111,2,88
923,CH,8,2187,0.972100914,0.464939934,2,9,2,1994,22,2,3,4,14,0,1,42,2635,2,8
924,CH,8,2188,1.001342416,0.464939934,1,10,1,1968,48,1,5,5,9,1,0,55,1120,2,10
925,CH,8,2195,0.966035604,0.464939934,2,9,2,1971,45,1,5,5,10,1,0,23,3412,2,7
926,CH,8,2196,1.003414631,0.464939934,4,2,2,1969,47,2,1,1,0,0,0,41,9000,2,1
927,CH,8,2197,0.866011918,0.464939934,3,7,1,2000,16,2,2,2,9,1,0,45,7115,2,77
928,CH,8,2200,1.140466452,0.464939934,3,7,2,1973,43,1,2,2,9,1,0,0,3255,2,77
929,CH,8,2202,1.090924263,0.464939934,2,8,2,1959,57,1,5,6,16,0,0,40,3412,2,9
930,CH,8,2204,1.140466452,0.464939934,1,7,2,1966,50,1,3,3,12,1,0,42,3111,1,6
931,CH,8,2205,1.152878165,0.464939934,2,8,2,1975,42,1,5,7,23,1,0,50,2000,1,9
932,CH,8,2207,0.866011918,0.464939934,2,8,1,2000,16,2,3,4,9,0,1,666,66666,2,88
933,CH,8,2208,0.872584283,0.464939934,2,9,1,2001,15,2,2,2,9,0,1,666,66666,2,9
934,CH,8,2210,0.872584283,0.464939934,1,9,1,2000,16,2,2,2,9,1,0,43,7411,2,88
935,CH,8,2211,1.003414631,0.464939934,3,9,2,1974,42,1,5,7,9,1,0,888,2212,2,10
936,CH,8,2213,0.78312695,0.464939934,3,7,1,1948,68,1,3,3,9,0,0,43,7512,2,77
937,CH,8,2215,0.866011918,0.464939934,3,9,1,1992,24,2,3,3,9,0,1,42,4120,2,8
938,CH,8,2217,1.001342416,0.464939934,3,8,1,1976,40,1,5,7,9,1,0,42,2511,2,9
939,CH,8,2220,0.959825993,0.464939934,3,10,2,1956,60,1,3,3,11,1,0,10,5223,2,7
940,CH,8,2221,1.17324388,0.464939934,3,7,1,1973,43,1,3,4,15,1,0,55,3334,1,7
941,CH,8,2223,1.17324388,0.464939934,3,8,1,1977,39,1,5,5,9,1,0,44,3119,2,6
942,CH,8,2226,1.009714603,0.464939934,2,9,2,1996,20,2,3,3,9,1,0,45,5322,2,9
943,CH,8,2230,1.265699387,0.464939934,2,9,2,1965,52,1,5,7,20,1,0,0,2642,1,6
944,CH,8,2234,1.147626638,0.464939934,2,9,2,1999,17,2,3,4,12,1,1,44,3350,2,88
945,CH,8,2235,0.993800044,0.464939934,2,9,1,1969,47,1,5,6,18,1,0,48,2330,2,9
946,CH,8,2237,0.890090764,0.464939934,1,10,1,1961,55,1,5,7,17,1,0,55,1120,2,9
947,CH,8,2238,1.102796197,0.464939934,2,8,2,1949,67,2,2,2,8,1,0,16,5329,1,6
948,CH,8,2239,1.003414631,0.464939934,3,7,2,1967,49,1,2,2,11,1,0,35,3344,1,3
949,CH,8,2244,0.966035604,0.464939934,4,9,2,1969,47,1,2,2,5,0,0,42,8100,2,88
950,CH,8,2245,1.022381425,0.464939934,4,8,1,1997,19,2,2,2,9,0,1,41,7412,2,88
951,CH,8,2246,0.759676516,0.464939934,1,9,1,1943,73,1,3,3,9,1,0,35,3321,2,9
952,CH,8,2247,1.001342416,0.464939934,3,10,1,1970,46,1,3,3,8,1,0,44,7220,2,5
953,CH,8,2255,0.993800044,0.464939934,2,9,1,1973,43,1,5,5,9,1,0,50,1120,2,6
954,CH,8,2257,1.17324388,0.464939934,1,9,1,1971,45,1,5,7,17,1,0,18,2330,2,6
955,CH,8,2264,0.872584283,0.464939934,4,10,1,2001,15,2,1,1,7,0,1,666,66666,2,8
956,CH,8,2265,0.899777412,0.464939934,1,8,1,1954,62,1,5,7,9,1,0,40,2330,1,8
957,CH,8,2266,0.75395447,0.464939934,3,8,1,1948,68,1,5,7,17,0,0,25,2330,2,3
958,CH,8,2270,0.993800044,0.464939934,3,10,1,1969,47,1,2,2,9,1,0,70,1120,2,4
959,CH,8,2272,1.147626638,0.464939934,4,10,2,1993,23,2,3,3,11,1,0,50,3221,2,77
960,CH,8,2274,0.899520457,0.464939934,2,9,1,2000,16,2,2,2,9,0,1,666,66666,2,5
961,CH,8,2275,1.147626638,0.464939934,3,8,2,1983,33,1,3,3,9,0,0,0,5223,2,2
962,CH,8,2277,0.966035604,0.464939934,3,9,2,1980,36,1,2,2,8,0,0,666,66666,2,2
963,CH,8,2278,1.152878165,0.464939934,3,10,2,1970,46,1,5,7,15,1,0,46,2341,2,6
964,CH,8,2280,1.033508062,0.464939934,2,9,1,1993,23,2,3,3,15,0,0,42,7412,2,7
965,CH,8,2281,0.959825993,0.464939934,3,7,2,1957,59,1,2,2,9,1,0,38,2422,2,3
966,CH,8,2284,1.003414631,0.464939934,3,7,2,1978,38,1,3,3,12,1,0,11,9111,2,4
967,CH,8,2286,1.152878165,0.464939934,4,8,2,1972,44,1,3,3,10,0,0,666,66666,2,4
968,CH,8,2292,0.78312695,0.464939934,2,9,1,1959,57,1,5,7,14,1,0,42,2500,2,10
969,CH,8,2294,1.265699387,0.464939934,3,9,2,1972,44,1,3,3,9,0,0,21,4110,1,5
970,CH,8,2297,1.003414631,0.464939934,2,7,2,1972,44,1,1,1,6,0,0,40,7536,2,4
971,CH,8,2298,1.186012149,0.464939934,3,7,1,1976,40,1,5,5,15,1,0,50,2523,1,8
972,CH,8,2301,1.140466452,0.464939934,1,8,2,1968,48,1,3,3,12,1,1,50,3412,2,7
973,CH,8,2302,1.147626638,0.464939934,3,8,2,1992,24,2,3,3,10,1,0,34,9112,2,7
974,CH,8,2307,0.993800044,0.464939934,3,8,1,1969,47,1,2,2,9,1,0,888,1412,2,88
975,CH,8,2310,0.866011918,0.464939934,2,9,1,1998,18,2,2,2,9,0,1,42,8100,2,88
976,CH,8,2311,1.001342416,0.464939934,2,8,1,1975,41,1,4,5,10,1,0,55,1120,2,8
977,CH,8,2312,1.032253623,0.464939934,3,9,1,1974,42,1,5,5,11,1,0,42,7522,2,8
978,CH,8,2316,1.003414631,0.464939934,3,8,2,1967,49,1,3,3,9,1,0,27,3111,2,8
979,CH,8,2317,1.022381425,0.464939934,2,9,1,1993,23,2,3,3,9,1,0,35,2512,2,8
980,CH,8,2321,1.147626638,0.464939934,2,8,2,1995,21,2,2,2,15,0,1,666,66666,2,88
981,CH,8,2324,0.866011918,0.464939934,4,8,1,1996,21,2,3,3,9,1,0,888,7200,2,77
982,CH,8,2325,0.78312695,0.464939934,2,9,1,1957,59,1,5,5,9,1,0,44,3119,2,7
983,CH,8,2326,1.009714603,0.464939934,2,8,2,1993,24,2,4,5,14,0,1,666,66666,2,88
984,CH,8,2327,1.140466452,0.464939934,1,10,2,1964,52,1,3,3,10,1,0,22,5142,2,7
985,CH,8,2328,0.78312695,0.464939934,3,8,1,1958,58,2,3,3,9,1,0,57,6130,2,3
986,CH,8,2331,0.899520457,0.464939934,3,9,1,1992,24,2,3,3,12,0,0,6,4110,1,7
987,CH,8,2334,1.003414631,0.464939934,3,9,2,1967,49,1,3,3,12,0,0,3,9110,2,5
988,CH,8,2340,1.273645878,0.464939934,4,8,2,2000,16,2,2,2,9,0,0,666,66666,2,77
989,CH,8,2341,0.973367512,0.464939934,2,10,2,1968,48,1,5,6,16,1,0,20,2222,2,10
990,CH,8,2342,0.872584283,0.464939934,2,8,1,1992,24,2,5,6,17,0,1,20,2120,2,10
991,CH,8,2349,1.152878165,0.464939934,3,9,2,1974,42,1,5,7,19,0,0,42,2131,1,77
992,CH,8,2350,1.009714603,0.464939934,2,9,2,1998,18,2,1,1,12,0,1,666,66666,2,88
993,CH,8,2351,1.001342416,0.464939934,1,10,1,1964,52,1,3,3,9,1,0,50,1320,2,7
994,CH,8,2357,0.966035604,0.464939934,4,8,2,1973,43,1,3,3,9,1,0,16,7549,2,6
995,CH,8,2359,0.899777412,0.464939934,2,8,1,1959,57,1,4,5,9,1,0,40,3100,2,7
996,CH,8,2360,1.003414631,0.464939934,2,10,2,1980,36,1,5,7,18,1,0,25,2111,1,10
997,CH,8,2362,1.147626638,0.464939934,3,8,2,1995,21,2,3,4,14,0,1,2,2330,2,88
998,CH,8,2364,1.032253623,0.464939934,2,9,1,1969,48,1,3,3,12,1,0,45,3111,2,6
999,CH,8,2365,0.966035604,0.464939934,4,9,2,1969,47,1,2,2,12,1,0,0,8211,2,4
1000,CH,8,2367,0.890090764,0.464939934,2,10,1,1959,57,1,5,6,12,1,0,50,2636,2,2
1001,CH,8,2369,0.966035604,0.464939934,2,8,2,1980,36,1,3,3,9,1,0,42,5131,1,4
1002,CH,8,2372,0.899520457,0.464939934,2,7,1,1998,18,2,2,2,9,0,0,1,5169,2,4
1003,CH,8,2374,1.152878165,0.464939934,3,8,2,1962,54,1,3,3,9,1,0,33,4226,2,9
1004,CH,8,2376,1.009714603,0.464939934,3,8,2,1999,17,2,2,2,11,0,1,666,66666,2,7
1005,CH,8,2377,1.140466452,0.464939934,2,8,2,1965,51,1,5,7,18,1,0,42,2140,1,7
1006,CH,8,2378,1.140466452,0.464939934,2,8,2,1968,48,1,5,7,14,1,0,30,2330,2,6
1007,CH,8,2379,1.003414631,0.464939934,2,8,2,1963,53,1,3,3,10,1,0,15,4120,2,5
1008,CH,8,2380,1.001342416,0.464939934,2,7,1,1965,51,1,5,7,12,1,0,55,2141,1,7
1009,CH,8,2387,0.979478419,0.464939934,3,8,2,1996,20,2,3,3,9,1,0,42,5223,2,4
1010,CH,8,2389,0.93108362,0.464939934,2,9,2,1955,61,1,5,6,9,1,0,888,2330,2,77
1011,CH,8,2390,0.924070776,0.464939934,3,9,2,1955,61,1,3,4,11,1,0,45,6130,2,5
1012,CH,8,2391,1.022381425,0.464939934,3,88,1,1991,25,2,5,6,18,0,1,888,9000,2,88
1013,CH,8,2392,1.003414631,0.464939934,1,8,2,1973,43,1,3,3,9,1,0,50,6130,2,88
1014,CH,8,2396,0.93108362,0.464939934,2,8,2,1953,64,2,3,3,8,1,0,35,2264,2,9
1015,CH,8,2400,1.033508062,0.464939934,3,8,1,1989,27,2,5,6,17,1,0,45,2512,2,10
1016,CH,8,2401,0.973367512,0.464939934,2,10,2,1969,47,1,3,4,14,1,0,21,2341,2,7
1017,CH,8,2404,0.972100914,0.464939934,4,9,2,1984,32,1,5,6,15,1,0,9,2341,2,88
1018,CH,8,2406,1.140466452,0.464939934,2,10,2,1969,47,1,5,5,9,1,0,20,2341,2,7
1019,CH,8,2408,1.032253623,0.464939934,2,7,1,1973,43,1,3,3,12,1,0,45,3323,2,8
1020,CH,8,2409,1.003414631,0.464939934,3,6,2,1966,51,1,3,3,12,1,0,24,5223,2,88
1021,CH,8,2412,0.899777412,0.464939934,1,9,1,1961,55,1,5,7,18,1,0,50,2250,1,10
1022,CH,8,2415,0.890090764,0.464939934,2,9,1,1959,58,1,5,7,16,1,0,50,1320,2,10
1023,CH,8,2416,1.003414631,0.464939934,3,6,2,1970,46,1,3,3,10,0,0,45,5223,1,6
1024,CH,8,2417,1.003414631,0.464939934,3,6,2,1975,42,1,5,7,14,1,0,29,2330,2,7
1025,CH,8,2418,0.866011918,0.464939934,3,9,1,1993,23,2,3,3,9,1,0,42,4120,1,77
1026,CH,8,2419,1.210716963,0.464939934,4,8,2,1959,57,1,3,3,9,0,0,0,4120,2,8
1027,CH,8,2421,0.966035604,0.464939934,3,8,2,1973,43,1,1,1,2,1,0,14,9100,1,88
1028,CH,8,2422,1.003414631,0.464939934,2,7,2,1975,41,1,3,3,16,0,0,50,5311,2,5
1029,CH,8,2423,1.140466452,0.464939934,3,10,2,1974,43,1,3,3,10,1,0,25,3310,1,8
1030,CH,8,2424,0.973367512,0.464939934,2,9,2,1967,49,1,3,3,10,1,0,16,2635,2,9
1031,CH,8,2425,1.032253623,0.464939934,1,9,1,1975,41,1,3,3,9,1,0,43,7223,2,7
1032,CH,8,2426,0.966035604,0.464939934,3,9,2,1972,44,1,3,3,12,1,0,0,5141,2,1
1033,CH,8,2428,0.75395447,0.464939934,2,10,1,1960,56,1,5,5,9,1,0,52,1120,2,8
1034,CH,8,2429,0.966035604,0.464939934,2,8,2,1964,52,1,3,3,9,1,0,20,9110,2,6
1035,CH,8,2431,1.009714603,0.464939934,2,9,2,1992,24,2,5,6,17,0,1,5,9110,2,88
1036,CH,8,2432,1.147626638,0.464939934,3,8,2,1998,18,2,3,4,9,0,1,666,66666,2,77
1037,CH,8,2433,1.022381425,0.464939934,3,10,1,1994,22,2,3,3,10,1,0,45,3112,2,88
1038,CH,8,2434,0.993800044,0.464939934,2,9,1,1975,41,1,4,5,9,1,0,45,1210,2,8
1039,CH,8,2439,1.186012149,0.464939934,1,8,1,1962,54,2,3,3,16,0,0,67,3355,2,8
1040,CH,8,2440,0.966035604,0.464939934,3,5,2,1979,37,1,5,6,11,0,1,8,1341,2,7
1041,CH,8,2442,1.140466452,0.464939934,4,10,2,1979,37,1,3,3,10,0,0,40,5223,2,1
1042,CH,8,2444,0.890090764,0.464939934,2,8,1,1944,72,1,5,7,12,0,0,50,2113,2,6
1043,CH,8,2446,0.959825993,0.464939934,3,9,2,1958,58,2,3,3,9,1,0,25,5223,2,7
1044,CH,8,2447,1.009714603,0.464939934,3,9,2,1984,32,1,3,3,15,1,0,15,2342,1,4
1045,CH,8,2450,0.966035604,0.464939934,4,8,2,1964,52,1,2,2,8,1,0,10,9111,1,77
1046,CH,8,2452,1.009714603,0.464939934,2,7,2,1995,21,2,3,4,14,0,1,6,5223,2,88
1047,CH,8,2454,0.972100914,0.464939934,3,7,2,1991,25,2,3,3,9,1,0,45,5311,2,88
1048,CH,8,2456,0.872584283,0.464939934,1,9,1,1982,34,2,4,5,9,1,0,60,3123,2,5
1049,CH,8,2457,0.993800044,0.464939934,2,10,1,1976,40,1,3,3,9,1,0,44,3351,2,6
1050,CH,8,2462,1.022381425,0.464939934,2,3,1,1983,33,2,3,3,12,1,0,42,5120,1,8
1051,CH,8,2463,1.210716963,0.464939934,3,6,2,1959,57,1,3,4,12,0,0,888,4120,2,77
1052,CH,8,2464,1.022381425,0.464939934,4,10,1,1999,17,2,2,2,9,0,1,41,7231,2,10
1053,CH,8,2466,0.959825993,0.464939934,2,8,2,1959,57,1,3,3,14,0,0,42,4416,2,6
1054,CH,8,2467,0.866011918,0.464939934,3,8,1,1986,30,2,5,5,9,1,0,75,6130,2,1
1055,CH,8,2468,1.140466452,0.464939934,2,7,2,1973,43,1,5,7,18,1,0,20,2330,2,77
1056,CH,8,2470,1.147626638,0.464939934,4,7,2,1988,29,2,2,2,10,0,0,777,77777,1,77
1057,CH,8,2471,1.17324388,0.464939934,2,8,1,1966,50,1,5,7,12,1,0,25,1120,2,10
1058,CH,8,2473,1.022381425,0.464939934,2,8,1,1995,21,2,3,4,13,0,0,42,4110,2,8
1059,CH,8,2474,1.17324388,0.464939934,1,6,1,1975,41,1,5,6,12,1,0,50,2512,2,9
1060,CH,8,2476,1.152878165,0.464939934,4,8,2,1977,39,1,1,1,6,1,0,888,5153,1,88
1061,CH,8,2478,1.003414631,0.464939934,2,8,2,1966,50,1,3,3,19,1,0,17,4313,2,9
1062,CH,8,2479,0.966035604,0.464939934,3,8,2,1976,40,1,3,3,9,1,0,15,7512,2,88
1063,CH,8,2480,1.009714603,0.464939934,3,7,2,1996,20,2,2,2,10,0,1,36,5142,2,88
1064,CH,8,2482,0.75395447,0.464939934,2,9,1,1954,62,2,5,7,9,1,0,6,2144,2,8
1065,CH,8,2483,0.972100914,0.464939934,2,10,2,1999,17,2,3,3,9,0,1,42,5320,2,6
1066,CH,8,2484,1.17324388,0.464939934,2,10,1,1976,40,1,5,7,19,1,0,35,3355,1,8
1067,CH,8,2485,1.009714603,0.464939934,3,10,2,1985,31,1,2,2,8,0,0,10,9100,2,3
1068,CH,8,2490,1.003414631,0.464939934,1,5,2,1968,48,1,3,3,12,1,0,26,3334,2,7
1069,CH,8,2493,1.186012149,0.464939934,3,8,1,1968,48,1,5,6,15,1,0,50,2264,2,6
1070,CH,8,2494,1.147626638,0.464939934,4,6,2,1982,34,1,2,2,10,0,0,26,5223,1,2
1071,CH,8,2495,1.032253623,0.464939934,4,10,1,1968,48,1,3,3,8,1,0,44,7200,2,6
1072,CH,8,2496,0.866011918,0.464939934,4,10,1,2000,16,2,1,1,9,0,1,666,66666,2,6
1073,CH,8,2498,1.009714603,0.464939934,4,3,2,1998,18,2,3,3,12,1,0,40,5221,2,77
1074,CH,8,2504,1.140466452,0.464939934,2,8,2,1970,46,1,3,3,11,1,0,25,3221,2,7
1075,CH,8,2510,1.001342416,0.464939934,2,9,1,1977,39,1,5,5,9,1,0,50,1000,2,9
1076,CH,8,2512,1.102796197,0.464939934,1,10,2,1957,59,2,2,2,12,0,0,666,66666,2,77
1077,CH,8,2513,1.147626638,0.464939934,3,4,2,2000,16,2,2,2,9,0,0,40,4223,2,2
1078,CH,8,2514,0.972100914,0.464939934,4,8,2,1991,25,2,3,3,10,0,0,42,4120,1,88
1079,CH,8,2516,1.001342416,0.464939934,3,7,1,1962,54,1,3,3,9,1,0,45,7543,2,5
1080,CH,8,2518,0.973367512,0.464939934,2,8,2,1978,38,1,3,3,9,0,0,45,5322,2,77
1081,CH,8,2519,1.090924263,0.464939934,2,9,2,1959,57,2,5,6,10,1,0,40,2222,2,8
1082,CH,8,2523,0.979478419,0.464939934,4,6,2,1986,30,2,2,2,9,0,0,666,66666,2,1
1083,CH,8,2528,0.959825993,0.464939934,3,8,2,1954,62,2,2,2,8,0,0,33,9110,2,4
1084,CH,8,2529,1.140466452,0.464939934,2,5,2,1967,49,1,5,7,20,0,0,17,2352,1,88
1085,CH,8,2530,1.17324388,0.464939934,3,9,1,1981,35,1,5,5,9,1,0,52,2412,2,7
1086,CH,8,2531,1.009714603,0.464939934,3,7,2,1999,17,2,2,2,10,0,1,666,66666,2,88
1087,CH,8,2532,1.090924263,0.464939934,3,9,2,1960,56,1,3,3,9,1,0,1,3334,2,9
1088,CH,8,2535,1.147626638,0.464939934,3,9,2,1998,18,2,3,3,9,1,0,0,5120,2,1
1089,CH,8,2537,0.972100914,0.464939934,4,7,2,1999,17,2,2,2,9,0,1,42,3118,2,88
1090,CH,8,2540,1.17324388,0.464939934,2,6,1,1970,46,1,5,5,9,1,0,45,3000,2,9
1091,CH,8,2542,1.17324388,0.464939934,3,7,1,1967,49,1,5,5,10,1,0,42,7200,2,5
1092,CH,8,2543,0.972100914,0.464939934,2,10,2,1999,17,1,2,2,9,0,1,43,4120,2,9
1093,CH,8,2546,0.759676516,0.464939934,2,10,1,1949,67,2,3,3,10,1,0,70,6130,2,4
1094,CH,8,2547,1.001342416,0.464939934,3,8,1,1970,46,1,3,3,10,1,0,50,7411,2,5
1095,CH,8,2550,0.93108362,0.464939934,3,8,2,1958,58,1,2,2,12,1,0,20,5223,2,7
1096,CH,8,2551,0.899520457,0.464939934,2,6,1,1989,27,1,3,3,13,1,0,42,7231,2,3
1097,CH,8,2553,1.17324388,0.464939934,2,9,1,1979,37,1,2,2,10,1,0,43,5223,2,4
1098,CH,8,2556,0.899520457,0.464939934,3,8,1,1999,17,2,2,2,9,0,1,666,66666,2,6
1099,CH,8,2558,0.924070776,0.464939934,4,10,2,1959,57,1,2,2,5,1,0,5,9100,2,88
1100,CH,8,2559,1.032253623,0.464939934,2,9,1,1973,43,1,5,5,13,1,0,72,6130,2,7
1101,CH,8,2561,0.966035604,0.464939934,2,9,2,1962,54,1,3,3,9,0,0,35,5131,1,6
1102,CH,8,2562,1.022381425,0.464939934,2,8,1,1997,19,2,3,3,12,0,1,666,66666,2,1
1103,CH,8,2564,1.147626638,0.464939934,2,9,2,1995,21,2,3,3,9,1,0,50,3350,2,88
1104,CH,8,2565,0.78312695,0.464939934,1,9,1,1957,59,1,55,55,23,1,0,40,2212,2,10
1105,CH,8,2566,1.186012149,0.464939934,3,7,1,1964,52,1,2,2,10,1,0,43,3120,2,6
1106,CH,8,2568,1.001342416,0.464939934,2,8,1,1971,45,1,3,3,9,1,0,48,3100,2,6
1107,CH,8,2573,1.186012149,0.464939934,3,6,1,1964,52,1,3,4,12,1,0,42,3510,2,8
1108,CH,8,2575,1.022381425,0.464939934,1,7,1,1996,20,2,3,3,10,1,0,43,3143,2,7
1109,CH,8,2576,1.134647846,0.464939934,2,7,1,1996,20,2,3,4,14,0,0,45,3334,2,6
1110,CH,8,2578,1.022381425,0.464939934,2,9,1,1990,26,2,5,6,17,1,1,10,99999,2,2
1111,CH,8,2579,1.090924263,0.464939934,1,10,2,1955,61,1,5,7,17,1,0,30,2610,2,10
1112,CH,8,2581,0.866011918,0.464939934,2,8,1,1996,20,2,3,3,11,0,0,70,3434,2,10
1113,CH,8,2583,1.033508062,0.464939934,3,7,1,1995,21,2,2,2,11,0,1,24,5311,1,4
1114,CH,8,2585,1.17324388,0.464939934,4,9,1,1963,53,1,3,3,9,0,0,52,3000,1,9
1115,CH,8,2586,1.186012149,0.464939934,2,10,1,1974,42,1,5,6,9,1,0,2,1330,2,7
1116,CH,8,2587,1.17324388,0.464939934,2,9,1,1968,48,1,3,4,11,1,0,42,4110,2,4
1117,CH,8,2588,1.001342416,0.464939934,1,7,1,1973,43,1,3,3,9,1,0,30,4412,2,7
1118,CH,8,2590,1.090924263,0.464939934,4,10,2,1955,61,2,2,2,10,1,0,32,5120,2,77
1119,CH,8,2591,1.302075982,0.464939934,4,8,1,1968,48,1,3,3,11,1,0,0,8332,2,4
1120,CH,8,2595,1.003414631,0.464939934,1,10,2,1978,38,1,4,5,10,1,0,13,3432,2,5
1121,CH,8,2599,1.160116434,0.464939934,2,8,2,1994,22,2,3,4,15,0,1,5,4223,2,5
1122,CH,8,2600,1.003414631,0.464939934,3,8,2,1971,45,1,5,7,16,0,0,50,3221,2,6
1123,CH,8,2603,0.966035604,0.464939934,3,10,2,1968,48,1,3,3,9,1,0,7,3413,2,3
1124,CH,8,2604,1.032253623,0.464939934,2,8,1,1968,48,1,3,3,9,1,0,2,2514,2,5
1125,CH,8,2605,0.993800044,0.464939934,2,5,1,1966,50,2,3,3,8,1,0,0,1412,2,4
1126,CH,8,2607,1.186012149,0.464939934,2,9,1,1963,53,1,3,3,9,1,0,0,7112,2,4
1127,CH,8,2608,1.140466452,0.464939934,4,9,2,1980,36,1,3,3,9,1,0,20,3221,2,5
1128,CH,8,2609,1.009714603,0.464939934,3,10,2,1987,29,1,5,6,18,1,0,40,2341,2,5
1129,CH,8,2610,1.17324388,0.464939934,1,9,1,1970,46,1,5,7,17,1,0,33,2330,2,8
1130,CH,8,2611,1.152878165,0.464939934,2,8,2,1977,39,1,5,6,17,1,0,32,4415,1,5
1131,CH,8,2615,0.973367512,0.464939934,2,9,2,1977,39,1,5,7,20,1,0,36,2261,2,9
1132,CH,8,2617,0.872584283,0.464939934,3,7,1,1997,19,2,2,2,9,0,0,666,66666,2,7
1133,CH,8,2618,1.147626638,0.464939934,2,9,2,1992,24,2,5,6,15,0,1,666,66666,2,7
1134,CH,8,2620,0.959825993,0.464939934,3,10,2,1955,61,2,5,6,16,1,0,15,3221,2,7
1135,CH,8,2623,1.003414631,0.464939934,2,9,2,1968,48,1,3,3,9,1,0,30,7315,1,2
1136,CH,8,2628,1.140466452,0.464939934,3,7,2,1962,54,1,3,3,9,1,0,45,4110,2,9
1137,CH,8,2630,0.993800044,0.464939934,3,10,1,1972,44,1,3,3,9,1,0,70,6130,2,5
1138,CH,8,2632,0.993800044,0.464939934,1,8,1,1970,46,1,3,3,9,1,0,43,3133,2,4
1139,CH,8,2636,0.972100914,0.464939934,1,10,2,1983,33,1,3,3,9,0,0,50,3310,2,5
1140,CH,8,2637,1.140466452,0.464939934,1,9,2,1969,47,1,2,2,9,0,0,666,66666,2,77
1141,CH,8,2639,0.966035604,0.464939934,3,8,2,1962,54,1,2,2,9,0,0,10,5153,2,77
1142,CH,8,2642,0.75395447,0.464939934,2,8,1,1961,55,2,5,5,9,1,0,60,3230,2,77
1143,CH,8,2643,1.152878165,0.464939934,3,9,2,1968,48,1,3,3,10,1,1,15,4110,2,5
1144,CH,8,2645,0.899520457,0.464939934,2,9,1,1999,17,2,2,2,9,0,1,42,3311,2,10
1145,CH,8,2651,1.186012149,0.464939934,3,7,1,1963,53,1,3,3,9,1,0,50,1321,2,4
1146,CH,8,2653,1.186012149,0.464939934,3,9,1,1964,52,1,3,3,10,1,0,0,8182,1,5
1147,CH,8,2654,1.003414631,0.464939934,3,9,2,1974,42,1,3,3,12,0,0,888,3221,2,6
1148,CH,8,2657,0.993800044,0.464939934,4,3,1,1965,51,1,3,4,16,1,0,50,3321,2,77
1149,CH,8,2661,1.003414631,0.464939934,2,9,2,1974,42,1,4,5,13,1,0,26,5111,2,6
1150,CH,8,2663,0.93108362,0.464939934,1,8,2,1955,61,1,5,5,9,1,0,21,2330,2,6
1151,CH,8,2664,1.140466452,0.464939934,2,8,2,1976,40,1,5,5,16,1,0,12,3153,2,7
1152,CH,8,2666,1.001342416,0.464939934,3,7,1,1964,52,1,2,2,8,1,0,45,9310,1,3
1153,CH,8,2667,0.899777412,0.464939934,2,10,1,1958,58,1,3,3,7,1,0,2,3324,2,7
1154,CH,8,2668,1.147626638,0.464939934,3,10,2,1995,21,2,3,4,12,1,0,43,3111,2,10
1155,CH,8,2674,0.872584283,0.464939934,3,7,1,1989,27,2,4,5,9,1,0,43,2166,2,3
1156,CH,8,2677,1.022381425,0.464939934,1,9,1,1990,26,2,5,6,17,0,1,42,2000,1,7
